"data_layer","uncertainty_score","year","sci_name","comm_name","functional_group","commercial_group","fishing_entity","fishing_sector","catch_type","reporting_status","gear_type","end_use_type","catch_mt","value_usd"
"Inferred foreign catch",NA,1983,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Korea (South)","Industrial","Landings","Reported","unknown class","Fishmeal and fish oil",0.057952383,0.425401628762011
"Inferred foreign catch",NA,1983,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Korea (South)","Industrial","Landings","Reported","unknown class","Other",0.057952383,0.425401628762011
"Inferred foreign catch",NA,1983,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Martinique (France)","Industrial","Landings","Reported","longline","Direct human consumption",148.5660273578,264655.372569225
"Inferred foreign catch",NA,1983,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Venezuela","Industrial","Discards","Unreported","unknown class",NA,79.209913232,NA
"Inferred foreign catch",NA,1983,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Venezuela","Industrial","Landings","Reported","unknown class","Direct human consumption",785.2935613597,1609048.44547411
"Inferred foreign catch",NA,1983,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Venezuela","Industrial","Landings","Reported","unknown class","Fishmeal and fish oil",0.3930398205,4.16471164134312
"Inferred foreign catch",NA,1983,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Venezuela","Industrial","Landings","Reported","unknown class","Other",0.3930398205,4.16471164134312
"Inferred foreign catch",NA,1983,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Sint Maarten","Industrial","Landings","Reported","pots or traps","Direct human consumption",20.1085868146,42329.6208911779
"Inferred foreign catch",NA,1983,"Elasmobranchii","Sharks, rays, skates","Large sharks (>=90 cm)","Sharks & rays","Cuba","Industrial","Landings","Reported","other industrial","Fishmeal and fish oil",2.0483889417,11.610723544357
"Inferred foreign catch",NA,1983,"Elasmobranchii","Sharks, rays, skates","Large sharks (>=90 cm)","Sharks & rays","Korea (South)","Industrial","Landings","Reported","unknown class","Direct human consumption",13.9624316524,17796.8923698257
"Inferred foreign catch",NA,1983,"Elasmobranchii","Sharks, rays, skates","Large sharks (>=90 cm)","Sharks & rays","Korea (South)","Industrial","Landings","Reported","unknown class","Fishmeal and fish oil",0.006988204,0.0512971723369905
"Inferred foreign catch",NA,1983,"Elasmobranchii","Sharks, rays, skates","Large sharks (>=90 cm)","Sharks & rays","Korea (South)","Industrial","Landings","Reported","unknown class","Other",0.006988204,0.0512971723369905
"Inferred foreign catch",NA,1983,"Elasmobranchii","Sharks, rays, skates","Large sharks (>=90 cm)","Sharks & rays","Martinique (France)","Industrial","Landings","Reported","longline","Direct human consumption",0.9252968506,1791.68190124441
"Inferred foreign catch",NA,1983,"Chondrichthyes","Sharks, rays, chimaeras","Large sharks (>=90 cm)","Sharks & rays","Taiwan","Industrial","Landings","Reported","unknown class","Direct human consumption",0.8003760347,980.531075614765
"Inferred foreign catch",NA,1983,"Chondrichthyes","Sharks, rays, chimaeras","Large sharks (>=90 cm)","Sharks & rays","Taiwan","Industrial","Landings","Reported","unknown class","Fishmeal and fish oil",0.0004005886,0.00206493050768285
"Inferred foreign catch",NA,1983,"Chondrichthyes","Sharks, rays, chimaeras","Large sharks (>=90 cm)","Sharks & rays","Taiwan","Industrial","Landings","Reported","unknown class","Other",0.0004005886,0.00206493050768285
"Inferred foreign catch",NA,1983,"Chondrichthyes","Sharks, rays, chimaeras","Large sharks (>=90 cm)","Sharks & rays","Martinique (France)","Industrial","Landings","Reported","longline","Direct human consumption",3.4398536253,5905.52350471373
"Inferred foreign catch",NA,1983,"Clupeiformes","Herrings, shads, anchovies","Small pelagics (<30 cm)","Other fishes & inverts","Martinique (France)","Industrial","Landings","Reported","longline","Direct human consumption",0.8310666112,711.417203243276
"Inferred foreign catch",NA,1983,"Clupeiformes","Herrings, shads, anchovies","Small pelagics (<30 cm)","Other fishes & inverts","Martinique (France)","Industrial","Landings","Reported","longline","Other",0.0008318985,0.00827683110274296
"Inferred foreign catch",NA,1983,"Lutjanidae","Snappers","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Cuba","Industrial","Landings","Reported","other industrial","Direct human consumption",32.1453784387,125346.145705761
"Inferred foreign catch",NA,1983,"Lutjanidae","Snappers","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Cuba","Industrial","Landings","Reported","other industrial","Fishmeal and fish oil",0.016088778,0.827269978409953
"Inferred foreign catch",NA,1983,"Lutjanidae","Snappers","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Cuba","Industrial","Landings","Reported","other industrial","Other",0.016088778,0.827269978409953
"Inferred foreign catch",NA,1983,"Scombridae","Mackerels, tunas, bonitos","Medium pelagics (30 - 89 cm)","Perch-likes","Taiwan","Industrial","Landings","Reported","unknown class","Direct human consumption",12.3890849255,22673.1652094873
"Inferred foreign catch",NA,1983,"Scombridae","Mackerels, tunas, bonitos","Medium pelagics (30 - 89 cm)","Perch-likes","Taiwan","Industrial","Landings","Reported","unknown class","Fishmeal and fish oil",0.0062007432,0.291900070874617
"Inferred foreign catch",NA,1983,"Scombridae","Mackerels, tunas, bonitos","Medium pelagics (30 - 89 cm)","Perch-likes","Taiwan","Industrial","Landings","Reported","unknown class","Other",0.0062007432,0.291900070874617
"Inferred foreign catch",NA,1983,"Epinephelus","Seabasses, hinds","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Cuba","Industrial","Landings","Reported","other industrial","Direct human consumption",21.2397529594,70558.0982554374
"Inferred foreign catch",NA,1983,"Epinephelus","Seabasses, hinds","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Cuba","Industrial","Landings","Reported","other industrial","Fishmeal and fish oil",0.010630507,0.0602560750295654
"Inferred foreign catch",NA,1983,"Epinephelus","Seabasses, hinds","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Cuba","Industrial","Landings","Reported","other industrial","Other",0.010630507,0.0602560750295654
"Inferred foreign catch",NA,1983,"Scomberomorus","Spanish mackerels","Large pelagics (>=90 cm)","Perch-likes","Cuba","Industrial","Landings","Reported","other industrial","Fishmeal and fish oil",8.1671946057,46.2934732610054
"Inferred foreign catch",NA,1983,"Calamus","Porgies","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Cuba","Industrial","Landings","Reported","other industrial","Direct human consumption",1.6211347723,5029.19452764755
"Inferred foreign catch",NA,1983,"Calamus","Porgies","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Cuba","Industrial","Landings","Reported","other industrial","Fishmeal and fish oil",0.0008113788,0.00459907507664891
"Inferred foreign catch",NA,1983,"Calamus","Porgies","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Cuba","Industrial","Landings","Reported","other industrial","Other",0.0008113788,0.00459907507664891
"Inferred foreign catch",NA,1983,"Coryphaena hippurus","Common dolphinfish","Large pelagics (>=90 cm)","Perch-likes","Martinique (France)","Industrial","Landings","Reported","longline","Direct human consumption",5.702653391,22086.7814718883
"Inferred foreign catch",NA,1983,"Epinephelus morio","Red grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Cuba","Industrial","Landings","Reported","other industrial","Direct human consumption",124.4065943848,326937.295471727
"Inferred foreign catch",NA,1983,"Epinephelus morio","Red grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Cuba","Industrial","Landings","Reported","other industrial","Fishmeal and fish oil",0.0622655628,0.352935041181452
"Inferred foreign catch",NA,1983,"Epinephelus morio","Red grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Cuba","Industrial","Landings","Reported","other industrial","Other",0.0622655628,0.352935041181452
"Inferred foreign catch",NA,1983,"Acanthocybium solandri","Wahoo","Large pelagics (>=90 cm)","Perch-likes","Curacao","Industrial","Landings","Reported","longline","Direct human consumption",8.8480077121,35922.0795985911
"Inferred foreign catch",NA,1983,"Sarda sarda","Atlantic bonito","Medium pelagics (30 - 89 cm)","Tuna & billfishes","Martinique (France)","Industrial","Landings","Reported","longline","Direct human consumption",12.5705431305,35360.8372617121
"Inferred foreign catch",NA,1983,"Lutjanus purpureus","Southern red snapper","Medium demersals (30 - 89 cm)","Perch-likes","Cuba","Industrial","Landings","Reported","other industrial","Direct human consumption",34.6049128684,104179.716621128
"Inferred foreign catch",NA,1983,"Lutjanus purpureus","Southern red snapper","Medium demersals (30 - 89 cm)","Perch-likes","Cuba","Industrial","Landings","Reported","other industrial","Fishmeal and fish oil",0.0173197762,0.0981723389236452
"Inferred foreign catch",NA,1983,"Lutjanus purpureus","Southern red snapper","Medium demersals (30 - 89 cm)","Perch-likes","Cuba","Industrial","Landings","Reported","other industrial","Other",0.0173197762,0.0981723389236452
"Inferred foreign catch",NA,1983,"Ocyurus chrysurus","Yellowtail snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Cuba","Industrial","Landings","Reported","other industrial","Direct human consumption",2.0471794257,7303.81416004169
"Inferred foreign catch",NA,1983,"Ocyurus chrysurus","Yellowtail snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Cuba","Industrial","Landings","Reported","other industrial","Fishmeal and fish oil",0.0010246143,0.00580774161111166
"Inferred foreign catch",NA,1983,"Ocyurus chrysurus","Yellowtail snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Cuba","Industrial","Landings","Reported","other industrial","Other",0.0010246143,0.00580774161111166
"Inferred foreign catch",NA,1983,"Panulirus argus","Caribbean spiny lobster","Lobsters, crabs","Crustaceans","Martinique (France)","Industrial","Landings","Reported","unknown class","Direct human consumption",8.0993800927,97454.9810280002
"Reconstructed domestic catch",3,1984,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Belize","Industrial","Discards","Unreported","shrimp trawl",NA,0.0915256409,NA
"Reconstructed domestic catch",3,1984,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Belize","Industrial","Landings","Reported","shrimp trawl","Direct human consumption",0.6666666667,677.748666666667
"Reconstructed domestic catch",1,1984,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",300.0197185053,305006.946286024
"Reconstructed domestic catch",2,1984,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Belize","Artisanal","Landings","Reported","artisanal fishing gear","Direct human consumption",0.2662581717,270.684181251426
"Reconstructed domestic catch",2,1984,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Belize","Artisanal","Landings","Reported","small scale seine nets","Direct human consumption",26.1963940753,26631.8567340093
"Reconstructed domestic catch",2,1984,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Belize","Artisanal","Landings","Reported","small scale gillnets","Direct human consumption",26.4107609073,26849.7869858477
"Reconstructed domestic catch",2,1984,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Belize","Artisanal","Landings","Reported","small scale other nets","Direct human consumption",3.0877526259,3139.08033777401
"Reconstructed domestic catch",2,1984,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Belize","Artisanal","Landings","Reported","small scale pole lines","Direct human consumption",0.4951870205,503.418514316948
"Reconstructed domestic catch",2,1984,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Belize","Artisanal","Landings","Reported","small scale longline","Direct human consumption",1.2493252374,1270.09277083718
"Reconstructed domestic catch",2,1984,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Belize","Artisanal","Landings","Unreported","artisanal fishing gear","Direct human consumption",1.6423739266,1669.67510834309
"Reconstructed domestic catch",2,1984,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Belize","Artisanal","Landings","Unreported","small scale seine nets","Direct human consumption",167.2672358085,170047.719069325
"Reconstructed domestic catch",2,1984,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",163.2923128265,166006.720942571
"Reconstructed domestic catch",2,1984,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Belize","Artisanal","Landings","Unreported","small scale other nets","Direct human consumption",18.9797666945,19295.2673562187
"Reconstructed domestic catch",2,1984,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Belize","Artisanal","Landings","Unreported","small scale pots or traps","Direct human consumption",0.0665760815,67.6827756995055
"Reconstructed domestic catch",2,1984,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Belize","Artisanal","Landings","Unreported","small scale pole lines","Direct human consumption",3.0544874778,3105.26222311204
"Reconstructed domestic catch",2,1984,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Belize","Artisanal","Landings","Unreported","small scale longline","Direct human consumption",7.7062768925,7834.37833326351
"Reconstructed domestic catch",3,1984,"Pleuronectiformes","Flatfishes","Small to medium flatfishes (<90 cm)","Flatfishes","Belize","Industrial","Discards","Unreported","shrimp trawl",NA,0.3661025636,NA
"Reconstructed domestic catch",3,1984,"Ophidiidae","Cuskeels","Large bathydemersals (>=90 cm)","Other fishes & inverts","Belize","Industrial","Discards","Unreported","shrimp trawl",NA,1.983055553,NA
"Reconstructed domestic catch",3,1984,"Gerreidae","Mojarras, silverbellies","Small benthopelagics (<30 cm)","Perch-likes","Belize","Industrial","Discards","Unreported","shrimp trawl",NA,4.0678062626,NA
"Reconstructed domestic catch",1,1984,"Lutjanus","Snappers","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",17.218465222,49390.3065661681
"Reconstructed domestic catch",2,1984,"Lutjanus","Snappers","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale gillnets","Direct human consumption",1.805530822,5179.07488643586
"Reconstructed domestic catch",2,1984,"Lutjanus","Snappers","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale pole lines","Direct human consumption",1.4460805841,4148.00985132792
"Reconstructed domestic catch",2,1984,"Lutjanus","Snappers","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",11.5364001159,33091.5869125311
"Reconstructed domestic catch",2,1984,"Lutjanus","Snappers","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale pole lines","Direct human consumption",9.2397005989,26503.6191827909
"Reconstructed domestic catch",2,1984,"Sphyrna","Hammerhead sharks","Large sharks (>=90 cm)","Sharks & rays","Belize","Artisanal","Landings","Unreported","small scale longline","Direct human consumption",418.7605629422,426335.522765301
"Reconstructed domestic catch",3,1984,"Cynoscion","Weakfishes","Medium demersals (30 - 89 cm)","Perch-likes","Belize","Industrial","Discards","Unreported","shrimp trawl",NA,0.3661025636,NA
"Reconstructed domestic catch",1,1984,"Epinephelus guttatus","Red hind","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",7.5570390371,17109.7107148819
"Reconstructed domestic catch",2,1984,"Epinephelus guttatus","Red hind","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale gillnets","Direct human consumption",1.0887382502,2464.98614265065
"Reconstructed domestic catch",2,1984,"Epinephelus guttatus","Red hind","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale pole lines","Direct human consumption",0.3383665476,766.08757952873
"Reconstructed domestic catch",2,1984,"Epinephelus guttatus","Red hind","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",6.9564694898,15749.975616561
"Reconstructed domestic catch",2,1984,"Epinephelus guttatus","Red hind","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale pole lines","Direct human consumption",2.1619857334,4894.9000113863
"Reconstructed domestic catch",1,1984,"Epinephelus itajara","Atlantic goliath grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",10.7948407454,16274.2803180252
"Reconstructed domestic catch",2,1984,"Epinephelus itajara","Atlantic goliath grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale pole lines","Direct human consumption",2.0385456451,3073.30733752357
"Reconstructed domestic catch",2,1984,"Epinephelus itajara","Atlantic goliath grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale pole lines","Direct human consumption",13.0252432858,19636.8307272283
"Reconstructed domestic catch",1,1984,"Epinephelus striatus","Nassau grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",10.386390026,27651.8731211386
"Reconstructed domestic catch",2,1984,"Epinephelus striatus","Nassau grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale gillnets","Direct human consumption",0.6963670362,1853.95049500161
"Reconstructed domestic catch",2,1984,"Epinephelus striatus","Nassau grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale pole lines","Direct human consumption",0.2164223676,576.185164982149
"Reconstructed domestic catch",2,1984,"Epinephelus striatus","Nassau grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",11.1495734829,29683.7101757789
"Reconstructed domestic catch",2,1984,"Epinephelus striatus","Nassau grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale pole lines","Direct human consumption",1.3828260347,3681.52264309878
"Reconstructed domestic catch",1,1984,"Caranx hippos","Crevalle jack","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",116.7672852964,33101.295126389
"Reconstructed domestic catch",2,1984,"Caranx hippos","Crevalle jack","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale gillnets","Direct human consumption",22.0508524906,6250.99550981611
"Reconstructed domestic catch",2,1984,"Caranx hippos","Crevalle jack","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",140.8934448121,39940.6005394285
"Reconstructed domestic catch",1,1984,"Euthynnus alletteratus","Little tunny ","Large pelagics (>=90 cm)","Tuna & billfishes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",0.7444717755,675.980372192282
"Reconstructed domestic catch",2,1984,"Euthynnus alletteratus","Little tunny ","Large pelagics (>=90 cm)","Tuna & billfishes","Belize","Artisanal","Landings","Reported","small scale gillnets","Direct human consumption",0.1405893548,127.65513419229
"Reconstructed domestic catch",2,1984,"Euthynnus alletteratus","Little tunny ","Large pelagics (>=90 cm)","Tuna & billfishes","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",0.8982926404,815.649717484981
"Reconstructed domestic catch",1,1984,"Scomberomorus cavalla","King mackerel","Large pelagics (>=90 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",1.6902266608,2499.94157419545
"Reconstructed domestic catch",2,1984,"Scomberomorus cavalla","King mackerel","Large pelagics (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale gillnets","Direct human consumption",0.3191899056,472.100064224984
"Reconstructed domestic catch",2,1984,"Scomberomorus cavalla","King mackerel","Large pelagics (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",2.0394569947,3016.47314419577
"Reconstructed domestic catch",1,1984,"Lutjanus jocu","Dog snapper","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",17.218465222,25341.5861229152
"Reconstructed domestic catch",2,1984,"Lutjanus jocu","Dog snapper","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale gillnets","Direct human consumption",1.805530822,2657.32248686919
"Reconstructed domestic catch",2,1984,"Lutjanus jocu","Dog snapper","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale pole lines","Direct human consumption",1.4460805841,2128.29512903107
"Reconstructed domestic catch",2,1984,"Lutjanus jocu","Dog snapper","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",11.5364001159,16978.9045258178
"Reconstructed domestic catch",2,1984,"Lutjanus jocu","Dog snapper","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale pole lines","Direct human consumption",9.2397005989,13598.6956709783
"Reconstructed domestic catch",1,1984,"Lutjanus synagris","Lane snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",157.1781378406,352911.129824715
"Reconstructed domestic catch",2,1984,"Lutjanus synagris","Lane snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale gillnets","Direct human consumption",29.6822172707,66645.3043445939
"Reconstructed domestic catch",2,1984,"Lutjanus synagris","Lane snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",189.6538849327,425828.729916073
"Reconstructed domestic catch",3,1984,"Lutjanus vivanus","Silk snapper","Medium demersals (30 - 89 cm)","Perch-likes","Belize","Industrial","Discards","Unreported","shrimp trawl",NA,1.983055553,NA
"Reconstructed domestic catch",1,1984,"Ocyurus chrysurus","Yellowtail snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",321.0831436416,1014025.19817715
"Reconstructed domestic catch",2,1984,"Ocyurus chrysurus","Yellowtail snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale gillnets","Direct human consumption",60.6347661479,191493.019727571
"Reconstructed domestic catch",2,1984,"Ocyurus chrysurus","Yellowtail snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",387.4245261754,1223540.50567104
"Reconstructed domestic catch",1,1984,"Lutjanus griseus","Grey snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",17.218465222,48474.2669978902
"Reconstructed domestic catch",2,1984,"Lutjanus griseus","Grey snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale pole lines","Direct human consumption",3.2516114061,9154.09575934903
"Reconstructed domestic catch",2,1984,"Lutjanus griseus","Grey snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale pole lines","Direct human consumption",20.7761007148,58489.8967611947
"Reconstructed domestic catch",1,1984,"Centropomus undecimalis","Common snook","Large benthopelagics (>=90 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",16.2984172786,45743.5127977964
"Reconstructed domestic catch",2,1984,"Centropomus undecimalis","Common snook","Large benthopelagics (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale gillnets","Direct human consumption",3.0778654683,8638.40801426173
"Reconstructed domestic catch",2,1984,"Centropomus undecimalis","Common snook","Large benthopelagics (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",19.6659548052,55194.9210733595
"Reconstructed domestic catch",1,1984,"Pogonias cromis","Black drum","Large demersals (>=90 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",12.3422709324,11143.826551023
"Reconstructed domestic catch",2,1984,"Pogonias cromis","Black drum","Large demersals (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale gillnets","Direct human consumption",2.3307692308,2104.44967384615
"Reconstructed domestic catch",2,1984,"Pogonias cromis","Black drum","Large demersals (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",14.8923995625,13446.3356510862
"Reconstructed domestic catch",1,1984,"Mugil cephalus","Flathead grey mullet","Large benthopelagics (>=90 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",12.3422709324,18456.3604223104
"Reconstructed domestic catch",2,1984,"Mugil cephalus","Flathead grey mullet","Large benthopelagics (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale gillnets","Direct human consumption",2.3307692308,3485.38103076923
"Reconstructed domestic catch",2,1984,"Mugil cephalus","Flathead grey mullet","Large benthopelagics (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",14.8923995625,22269.7666730128
"Reconstructed domestic catch",2,1984,"Carcharhinus leucas","Bull shark","Large sharks (>=90 cm)","Sharks & rays","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",2.9905784913,128.761219415694
"Reconstructed domestic catch",2,1984,"Carcharhinus leucas","Bull shark","Large sharks (>=90 cm)","Sharks & rays","Belize","Artisanal","Landings","Unreported","small scale pots or traps","Direct human consumption",0.013225049,0.569412722252425
"Reconstructed domestic catch",2,1984,"Carcharhinus leucas","Bull shark","Large sharks (>=90 cm)","Sharks & rays","Belize","Artisanal","Landings","Unreported","small scale longline","Direct human consumption",34.2870028259,1476.24825992931
"Reconstructed domestic catch",2,1984,"Carcharhinus limbatus","Blacktip shark","Large sharks (>=90 cm)","Sharks & rays","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",5.9803262664,6302.10968178072
"Reconstructed domestic catch",2,1984,"Carcharhinus limbatus","Blacktip shark","Large sharks (>=90 cm)","Sharks & rays","Belize","Artisanal","Landings","Unreported","small scale pots or traps","Direct human consumption",0.0264464244,27.8694271933769
"Reconstructed domestic catch",2,1984,"Carcharhinus limbatus","Blacktip shark","Large sharks (>=90 cm)","Sharks & rays","Belize","Artisanal","Landings","Unreported","small scale longline","Direct human consumption",68.5644814844,72253.7305396043
"Reconstructed domestic catch",2,1984,"Negaprion brevirostris","Lemon shark","Large sharks (>=90 cm)","Sharks & rays","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",16.5118699478,710.928843866467
"Reconstructed domestic catch",2,1984,"Negaprion brevirostris","Lemon shark","Large sharks (>=90 cm)","Sharks & rays","Belize","Artisanal","Landings","Unreported","small scale pots or traps","Direct human consumption",0.0730194142,3.14389635443631
"Reconstructed domestic catch",2,1984,"Negaprion brevirostris","Lemon shark","Large sharks (>=90 cm)","Sharks & rays","Belize","Artisanal","Landings","Unreported","small scale longline","Direct human consumption",189.3087017138,8150.80404996156
