"data_layer","uncertainty_score","year","sci_name","comm_name","functional_group","commercial_group","fishing_entity","fishing_sector","catch_type","reporting_status","gear_type","end_use_type","catch_mt","value_usd"
"Reconstructed domestic catch",2,1969,"Mycteroperca bonaci","Black grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale pole lines","Direct human consumption",0.1998599434,157.467750716394
"Reconstructed domestic catch",2,1969,"Mycteroperca bonaci","Black grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale pole lines","Direct human consumption",3.7253550235,2935.17183213461
"Reconstructed domestic catch",1,1969,"Archosargus rhomboidalis","Western Atlantic seabream","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",12.833311637,2.90317865715066
"Reconstructed domestic catch",2,1969,"Archosargus rhomboidalis","Western Atlantic seabream","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale gillnets","Direct human consumption",0.7692307692,0.174016996923077
"Reconstructed domestic catch",2,1969,"Archosargus rhomboidalis","Western Atlantic seabream","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",14.338329442,3.24364693950058
"Reconstructed domestic catch",1,1969,"Calamus calamus","Saucereye porgy","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",12.833311637,2.90317865715066
"Reconstructed domestic catch",2,1969,"Calamus calamus","Saucereye porgy","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale gillnets","Direct human consumption",0.7692307692,0.174016996923077
"Reconstructed domestic catch",2,1969,"Calamus calamus","Saucereye porgy","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",14.338329442,3.24364693950058
"Reconstructed domestic catch",1,1969,"Sphyraena barracuda","Great barracuda","Large pelagics (>=90 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",72.4083998411,95284.4580112673
"Reconstructed domestic catch",2,1969,"Sphyraena barracuda","Great barracuda","Large pelagics (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale gillnets","Direct human consumption",4.3401711642,5711.36578030558
"Reconstructed domestic catch",2,1969,"Sphyraena barracuda","Great barracuda","Large pelagics (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",80.9000451833,106458.877358087
"Reconstructed domestic catch",1,1969,"Lutjanus analis","Mutton snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",300.7060708201,696347.754552652
"Reconstructed domestic catch",2,1969,"Lutjanus analis","Mutton snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale gillnets","Direct human consumption",7.2167320869,16711.8514443297
"Reconstructed domestic catch",2,1969,"Lutjanus analis","Mutton snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale pole lines","Direct human consumption",10.8076382947,25027.3452678391
"Reconstructed domestic catch",2,1969,"Lutjanus analis","Mutton snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",134.5186468042,311506.041072242
"Reconstructed domestic catch",2,1969,"Lutjanus analis","Mutton snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale pole lines","Direct human consumption",201.4525218672,466505.417960607
"Reconstructed domestic catch",1,1969,"Lutjanus campechanus","Northern red snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",35.8070133635,89843.7353005577
"Reconstructed domestic catch",2,1969,"Lutjanus campechanus","Northern red snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale pole lines","Direct human consumption",2.1462781558,5385.24798356688
"Reconstructed domestic catch",2,1969,"Lutjanus campechanus","Northern red snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale pole lines","Direct human consumption",40.0062562541,100380.0976296
"Reconstructed domestic catch",1,1969,"Caranx latus","Horse-eye jack","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",12.833311637,3320.27801999259
"Reconstructed domestic catch",2,1969,"Caranx latus","Horse-eye jack","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale gillnets","Direct human consumption",0.7692307692,199.018
"Reconstructed domestic catch",2,1969,"Caranx latus","Horse-eye jack","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",14.338329442,3709.66134354614
"Reconstructed domestic catch",2,1969,"Ginglymostoma cirratum","Nurse shark","Large sharks (>=90 cm)","Sharks & rays","Belize","Artisanal","Landings","Unreported","small scale longline","Direct human consumption",117.543912896,47009.9248040534
"Reconstructed domestic catch",1,1969,"Neoniphon marianus","Longjaw squirrelfish","Small reef assoc. fish (<30 cm)","Other fishes & inverts","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",12.833311637,2.90317865715066
"Reconstructed domestic catch",2,1969,"Neoniphon marianus","Longjaw squirrelfish","Small reef assoc. fish (<30 cm)","Other fishes & inverts","Belize","Artisanal","Landings","Reported","small scale seine nets","Direct human consumption",0.0268172635,0.00606665756718407
"Reconstructed domestic catch",2,1969,"Neoniphon marianus","Longjaw squirrelfish","Small reef assoc. fish (<30 cm)","Other fishes & inverts","Belize","Artisanal","Landings","Reported","small scale gillnets","Direct human consumption",0.6160620704,0.139366852830553
"Reconstructed domestic catch",2,1969,"Neoniphon marianus","Longjaw squirrelfish","Small reef assoc. fish (<30 cm)","Other fishes & inverts","Belize","Artisanal","Landings","Reported","small scale pole lines","Direct human consumption",0.1263514353,0.0285834865253396
"Reconstructed domestic catch",2,1969,"Neoniphon marianus","Longjaw squirrelfish","Small reef assoc. fish (<30 cm)","Other fishes & inverts","Belize","Artisanal","Landings","Unreported","small scale seine nets","Direct human consumption",0.4998691872,0.113081455252864
"Reconstructed domestic catch",2,1969,"Neoniphon marianus","Longjaw squirrelfish","Small reef assoc. fish (<30 cm)","Other fishes & inverts","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",11.4832911986,2.59777420392721
"Reconstructed domestic catch",2,1969,"Neoniphon marianus","Longjaw squirrelfish","Small reef assoc. fish (<30 cm)","Other fishes & inverts","Belize","Artisanal","Landings","Unreported","small scale pole lines","Direct human consumption",2.3551690562,0.532791280320497
"Reconstructed domestic catch",1,1969,"Rachycentron canadum","Cobia","Large pelagics (>=90 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",12.833311637,6184.38699452871
"Reconstructed domestic catch",2,1969,"Rachycentron canadum","Cobia","Large pelagics (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale gillnets","Direct human consumption",0.7692307692,370.693153846154
"Reconstructed domestic catch",2,1969,"Rachycentron canadum","Cobia","Large pelagics (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",14.338329442,6909.65673024691
"Reconstructed domestic catch",2,1969,"Panulirus argus","Caribbean spiny lobster","Lobsters, crabs","Crustaceans","Belize","Artisanal","Landings","Reported","small scale pots or traps","Direct human consumption",600,2469890.4
"Reconstructed domestic catch",3,1969,"Farfantepenaeus aztecus","Northern brown shrimp","Shrimps","Crustaceans","Belize","Industrial","Landings","Reported","shrimp trawl","Direct human consumption",33.3333333333,94529.3999999999
"Reconstructed domestic catch",2,1969,"Lobatus gigas","Pink conch","Other demersal invertebrates","Molluscs","Belize","Artisanal","Landings","Reported","hand or tools","Direct human consumption",800,180.9776768
"Reconstructed domestic catch",3,1969,"Litopenaeus schmitti","Southern white shrimp","Shrimps","Crustaceans","Belize","Industrial","Landings","Reported","shrimp trawl","Direct human consumption",33.3333333333,102706.666666667
"Inferred foreign catch",NA,1969,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Cuba","Industrial","Landings","Reported","other industrial","Fishmeal and fish oil",8.0267516245,1.13601854805417
"Inferred foreign catch",NA,1969,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Russian Federation","Industrial","Landings","Reported","unknown class","Direct human consumption",1.1376196514,543.918025151006
"Inferred foreign catch",NA,1969,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Russian Federation","Industrial","Landings","Reported","unknown class","Fishmeal and fish oil",0.0005693792,5.29238409376648e-05
"Inferred foreign catch",NA,1969,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Russian Federation","Industrial","Landings","Reported","unknown class","Other",0.0005693792,5.29238409376648e-05
"Inferred foreign catch",NA,1969,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Venezuela","Industrial","Discards","Unreported","unknown class",NA,12.8459686397,NA
"Inferred foreign catch",NA,1969,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Venezuela","Industrial","Landings","Reported","unknown class","Direct human consumption",213.8853778517,132217.502638041
"Inferred foreign catch",NA,1969,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Venezuela","Industrial","Landings","Reported","unknown class","Fishmeal and fish oil",0.1070497387,0.0168895764026718
"Inferred foreign catch",NA,1969,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Venezuela","Industrial","Landings","Reported","unknown class","Other",0.1070497387,0.0168895764026718
"Inferred foreign catch",NA,1969,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Sint Maarten","Industrial","Landings","Reported","pots or traps","Direct human consumption",0.495674762,379.041548722037
"Inferred foreign catch",NA,1969,"Elasmobranchii","Sharks, rays, skates","Large sharks (>=90 cm)","Sharks & rays","Cuba","Industrial","Landings","Reported","other industrial","Fishmeal and fish oil",0.7747679699,0.109652176303752
"Inferred foreign catch",NA,1969,"Perciformes","Perch-likes","Medium demersals (30 - 89 cm)","Perch-likes","Russian Federation","Industrial","Landings","Reported","unknown class","Direct human consumption",1.8163960241,3141.47145480144
"Inferred foreign catch",NA,1969,"Perciformes","Perch-likes","Medium demersals (30 - 89 cm)","Perch-likes","Russian Federation","Industrial","Landings","Reported","unknown class","Fishmeal and fish oil",0.0009091071,8.45015767267395e-05
"Inferred foreign catch",NA,1969,"Perciformes","Perch-likes","Medium demersals (30 - 89 cm)","Perch-likes","Russian Federation","Industrial","Landings","Reported","unknown class","Other",0.0009091071,8.45015767267395e-05
"Inferred foreign catch",NA,1969,"Lutjanidae","Snappers","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Cuba","Industrial","Landings","Reported","other industrial","Direct human consumption",8.6270403865,28545.7119884983
"Inferred foreign catch",NA,1969,"Lutjanidae","Snappers","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Cuba","Industrial","Landings","Reported","other industrial","Fishmeal and fish oil",0.004317838,0.0376615095328157
